R990604,R829866
R217813,R538541
R152849,R295995
R679947,R804865
R112999,R930810
R438757,R214074
R339400,R670332
R289367,R609820
R313462,R575550
R719148,R219107
R523698,R722004
R171827,R291875
R746096,R480681
R172606,R467576
R182919,R933694
R759112,R682453
R900114,R944994
R378804,R825327
R237740,R422291
R633651,R459016
R945922,R341700
R655860,R758063
R466425,R543992
R390264,R912507
R537960,R332227
R150728,R829827
R864546,R532642
R365413,R575228
R196586,R312705
R172373,R777912
R456876,R969822
R482239,R362353
R376290,R146475
R290359,R275681
R486845,R892042
R257208,R224145
R761580,R105320
R136883,R683425
R402403,R827592
R209763,R230320
R918965,R829273
R390580,R649779
R374533,R238261
R617464,R152953
R790369,R395569
R909156,R561912
R225314,R209247
R634871,R332635
R761039,R918684
R538008,R378205
R854747,R611525
R308854,R853594
R877366,R664706
R954129,R380519
R671554,R947648
R768673,R492191
R126364,R764455
R972554,R225723
R785023,R969849
R189667,R381853
R481921,R973482
R789012,R310792
R641191,R981324
R790072,R807799
R993017,R221652
R250152,R941408
R335328,R144007
R856980,R852662
R454354,R228682
R948305,R766076
R401463,R495223
R129314,R970425
R809817,R828386
R478530,R946196
R260167,R686687
R341011,R871021
R709750,R860001
R394508,R209453
R203438,R175904
R586894,R185791
R305435,R987425
R480524,R556580
R870201,R933265
R434556,R563555
R803669,R369701
R241808,R519285
R122924,R600811
R159071,R902622
R298248,R408758
R324324,R477748
R327558,R784793
R867147,R888570
R529503,R508854
R202369,R922003
R364750,R349978
R278355,R492044
R292432,R322245
R237861,R909932
R643488,R339013
R166989,R205951
R547760,R916979
R849508,R301812
R120287,R667027
R941341,R147515
R185685,R702339
R399555,R708354
R927042,R803476
R416177,R778406
R395154,R294979
R774158,R877128
R596334,R912989
R333871,R415530
R394622,R469483
R947581,R950340
R534533,R462649
R883111,R347437
R969011,R741392
R627798,R413770
R220485,R885314
R229479,R562413
R893718,R701086
R954143,R676372
R860946,R889325
R789428,R348845
R196863,R769988
R238490,R909443
R799724,R474519
R178591,R833725
R631996,R741477
R167173,R886262
R186449,R121307
R192725,R912194
R793143,R180635
R337103,R316168
R268500,R662094
R853975,R411809
R512538,R377080
R136055,R214392
R124715,R627948
R237313,R492578
R680670,R450397
R958692,R658304
R646053,R432238
R781958,R423009
R873832,R767629
R947407,R434492
R957154,R649714
R571085,R534805
R625637,R612065
R284741,R370217
R213833,R982889
R556001,R722244
R305156,R531728
R945704,R443561
R219736,R947051
R932233,R703843
R606820,R931312
R830505,R938063
R427651,R886626
R756900,R758350
R453264,R869425
R682717,R591132
R587597,R163323
R149228,R862369
R300098,R913806
R697813,R715729
R725192,R950979
R224751,R165203
R566265,R528830
R215029,R931990
R596444,R960038
R386223,R738153
R546437,R682167
R578236,R352518
R320245,R317892
R667295,R515089
R145244,R521870
R791893,R696626
R330836,R971263
R274948,R324084
R713272,R240498
R679010,R454258
R824670,R819883
R405834,R999924
R781457,R992800
R988332,R711773
R910006,R512586
R562352,R456264
R797648,R744742
R661827,R780011
R491435,R986985
R578453,R464455
R340511,R165676
R385672,R583555
R479440,R872697
R480292,R594776
R128417,R114535
R584606,R240396
R224348,R931262
R322360,R932294
R335675,R634448
R577145,R281330
R957368,R264850
R924120,R622588
R736154,R564085
R206772,R185524
R708371,R277637
R463760,R823815
R378621,R190426
R473162,R223819
R331609,R415340
R204944,R787906
R473041,R426657
R323144,R260217
R797241,R458876
R972915,R756224
R109073,R183879
R280746,R327704
R549697,R661070
R226369,R235932
R147064,R519455
R836778,R896530
R656804,R882052
R475678,R873856
R598700,R774479
R219778,R776607
R441913,R721311
R904831,R175001
R585034,R136058
R864761,R651859
R640048,R163916
R365840,R243170
R989313,R570181
R996003,R812653
R245012,R940011
R744944,R994890
R948399,R154362
R809405,R665451
R689888,R824845
R980599,R367659
R492353,R761365
R627662,R781976
R921740,R624613
R703459,R452556
R917949,R621388
R522251,R390058
R606314,R865844
R244811,R545438
R897833,R491838
R387854,R913781
R223802,R470507
R955809,R599404
R241433,R901236
R277956,R534244
R537860,R113209
R744434,R102096
R925075,R217888
R858788,R102833
R296712,R287039
R819548,R986121
R159012,R421773
R690507,R178142
R397558,R187131
R216391,R880723
R365718,R374486
R890473,R230336
R790354,R448807
R448141,R907484
R111409,R967820
R340614,R202885
R281822,R758225
R577981,R391127
R795722,R226810
R815369,R263563
R524286,R474304
R444014,R639141
R902142,R421431
R202334,R867573
R222250,R318326
R367837,R662725
R756117,R722512
R605697,R749761
R879485,R951814
R439827,R275635
R381495,R192165
R932524,R290493
R277099,R515395
R862867,R910789
R370978,R811730
R683206,R687691
R897106,R465576
R335643,R597088
R600069,R350280
R752324,R633394
R581711,R517225
R216127,R845122
R908545,R401054
R557131,R355474
R764015,R793732
R906370,R192365
R901112,R535280
R807761,R974098
R191412,R535920
R147222,R656158
R199057,R686554
R684901,R129918
R258183,R725143
R421985,R163391
R870135,R461715
R293457,R607292
R540827,R586720
R803681,R233359
R688014,R466339
R101619,R272904
R488076,R288405
R570880,R630386
R984260,R518187
R890658,R552261
R947924,R550962
R207946,R746624
R193144,R126308
R268763,R156366
R562370,R228677
R331771,R460780
R840765,R367115
R986451,R120132
R273365,R839470
R631705,R166057
R151176,R618611
R625486,R742316
R581198,R558407
R204229,R391520
R937177,R236511
R804832,R800395
R427859,R845507
R932556,R543963
R632585,R218669
R421547,R426797
R454539,R833513
R215583,R336112
R837270,R938410
R121659,R456201
R727768,R523579
R397244,R109423
R753803,R434022
R710415,R557894
R566830,R576990
R919625,R795014
R169594,R605240
R232665,R484185
R875187,R405409
R692377,R837760
R561799,R231263
R147554,R867007
R491928,R255639
R397086,R693129
R802155,R222272
R936032,R336283
R725791,R462299
R854583,R707548
R204825,R611030
R574695,R529990
R393214,R416403
R554407,R450916
R416298,R342737
R516255,R312556
R956728,R425340
R977474,R254269
R305590,R950780
R705476,R551233
R801015,R201766
R381844,R556960
R135967,R156204
R901984,R262255
R232501,R326388
R923939,R407293
R162973,R859852
R225169,R149572
R246368,R826782
R394910,R392358
R438480,R223312
R242134,R165808
R836623,R225206
R867632,R780324
R533726,R392938
R363670,R223703
R471299,R728237
R110525,R739186
R337137,R405410
R531019,R811395
R428135,R958772
R924829,R152109
R376999,R905304
R434554,R327851
R226093,R869847
R513784,R874991
R959766,R631260
R848621,R886525
R227284,R768824
R846524,R785121
R107313,R264130
R422925,R851420
R670074,R308241
R739144,R327708
R968468,R609300
R496674,R791075
R631481,R899315
R803213,R728165
R198892,R444233
R630881,R982511
R965286,R510858
R503627,R953772
R702003,R757472
R225322,R866551
R574987,R686295
R928952,R678714
R276996,R711436
R407129,R573112
R897845,R302843
R230311,R527104
R746390,R574310
R731316,R789336
R416382,R574632
R121575,R497543
R471425,R952556
R899404,R866804
R882161,R962470
R635991,R867912
R321064,R929442
R211250,R368545
R729154,R474272
R619198,R579944
R843919,R832641
R608168,R502697
R811412,R946873
R176676,R397904
R535208,R200797
R415565,R586008
R213215,R651419
R666897,R817020
R996857,R249267
R101738,R189079
R671305,R556562
R349610,R490178
R804863,R107801
R208984,R557392
R810597,R266344
R937109,R565554
R302785,R155317
R188613,R595542
R509458,R901288
R942069,R780754
R345936,R719872
R544664,R251556
R216612,R816005
R298772,R213845
R233916,R905122
R773366,R356852
R711939,R610198
R964499,R556005
R504617,R265181
R349489,R759182
R704148,R847642
R570019,R949746
R400421,R128514
R750744,R504824
R442439,R907775
R372149,R954650
R360876,R469286
R230233,R939570
R118337,R716347
R649918,R795358
R642999,R224786
R231824,R606455
R708617,R342611
R783287,R196069
R347994,R835914
R538353,R196590
R175117,R132697
R341762,R510678
R317214,R131178
R520090,R765889
R463000,R759882
R575935,R461048
R528977,R832156
R813000,R540007
R242855,R864461
R177861,R194210
R398524,R442574
R536228,R434307
R845720,R152719
R880345,R408937
R251157,R312654
R948186,R717888
R265823,R237997
R439106,R371686
R635948,R305144
R419019,R437421
R634543,R660997
R297137,R105115
R638007,R466618
R496758,R983270
R804156,R870469
R614839,R139919
R624921,R397224
R829402,R537422
R338130,R672461
R723933,R292001
R816388,R150855
R836082,R794288
R131532,R849779
R920576,R500554
R219563,R265886
R186857,R436933
R998059,R908141
R580899,R289471
R711258,R833296
R125279,R892055
R294052,R895307
R170036,R427595
R321088,R674159
R433433,R735912
R399686,R291546
R362203,R466563
R907152,R182817
R795940,R248967
R148886,R310692
R329367,R782542
R503698,R432941
R310224,R768299
R630471,R990639
R817219,R967950
R572808,R536169
R751628,R942214
R355280,R443151
R785137,R822196
R515696,R915676
R372870,R172206
R872900,R885532
R566682,R761369
R860921,R473953
R562438,R344863
R180893,R890815
R334867,R395639
R442199,R546760
R715934,R177455
R198405,R827099
R142005,R953947
R652787,R246968
R830405,R348371
R173237,R673564
R599175,R587963
R170523,R166463
R425728,R852829
R268948,R250132
R818625,R277697
R348764,R251081
R859487,R535737
R456403,R131068
R177308,R698364
R720656,R483307
R297226,R878197
R306994,R965779
R841555,R460543
R209282,R755128
R969855,R629182
R697193,R891497
R953736,R896349
R497226,R633655
R828054,R172768
R830510,R682128
R910391,R755281
R466592,R108653
R522493,R867466
R636564,R484071
R557255,R140802
R526002,R479419
R962654,R985438
R418919,R107336
R589358,R875260
R225212,R658757
R813508,R140812
R420647,R863140
R148931,R917483
R836349,R295326
R902044,R408872
R721818,R908023
R951291,R332305
R877982,R982296
R438001,R326940
R884213,R643482
R936189,R776558
R312713,R482251
R484120,R904197
R419463,R169640
R584046,R482968
R597601,R242925
R224660,R744126
R393954,R176019
R945495,R554166
R764851,R113246
R332172,R307520
R647967,R740974
R796388,R673070
R516859,R956226
R575471,R148037
R697315,R672641
R607694,R993451
R394305,R816393
R517596,R906302
R337906,R735708
R182763,R182728
R898524,R171173
R451781,R638401
R930201,R496110
R876985,R246065
R845566,R740548
R170899,R872093
R656237,R812332
R987142,R365035
R718231,R405372
R259043,R535703
R577712,R182450
R637581,R317455
R243067,R531238
R312724,R845829
R566008,R178495
R130912,R682973
R921018,R709554
R304473,R836683
R291639,R614429
R957509,R237666
R425413,R834972
R938486,R313091
R996661,R650975
R570326,R505748
R258176,R618136
R278182,R912772
R324719,R755623
R324853,R227332
R458849,R566017
R503531,R332689
R348715,R807000
R119749,R463643
R743614,R166489
R702268,R657576
R368240,R204352
R385419,R593908
R365679,R519922
R887444,R752964
R266914,R203271
R718152,R965931
R813824,R136251
R853642,R489713
R508321,R289155
R652892,R584201
R726597,R598112
R269759,R855330
R975110,R615164
R259446,R332193
R132140,R985751
R477892,R297182
R923835,R296977
R948456,R426881
R643764,R109888
R530048,R116044
R534706,R150669
R267288,R690344
R946725,R335377
R532539,R444719
R921628,R659261
R641482,R420353
R335063,R664329
R712277,R571255
R775843,R750769
R325882,R465951
R697353,R259939
R594821,R467318
R311972,R300413
R531031,R725145
R577840,R948597
R177850,R861108
R852277,R965141
R845025,R870288
R833856,R772296
R433456,R857506
R529964,R226598
R312333,R859395
R899192,R740065
R670954,R760323
R216999,R271491
R673378,R211572
R637793,R318491
R219051,R136355
R572272,R323572
R256512,R151664
R895510,R886948
R349814,R689366
R506235,R301418
R797385,R725831
R334015,R406976
R376683,R297367
R815402,R951799
R645106,R772291
R339649,R691032
R771364,R939437
R427575,R467139
R625510,R625211
R244107,R460356
R512322,R852727
R173816,R866245
R772593,R287248
R328867,R640522
R857648,R588231
R960726,R414321
R456499,R623010
R472607,R530396
R223786,R228659
R717457,R823950
R557087,R226821
R631338,R914417
R388272,R560731
R530685,R562078
R987680,R171074
R433386,R293190
R699843,R512851
R103941,R600716
R437143,R716369
R453556,R536154
R973810,R166798
R217464,R643144
R186012,R547713
R772786,R608722
R758690,R101527
R795761,R285474
R252340,R547830
R816075,R551379
R215378,R616837
R734482,R446296
R961475,R416350
R992500,R459355
R413651,R700499
R827690,R486534
R839690,R659672
R894923,R533822
R602664,R219307
R699259,R119653
R242573,R844073
R852770,R619713
R254091,R288903
R704495,R706423
R125370,R652255
R941979,R882182
R883091,R406593
R451861,R744732
R517098,R987090
R764569,R303935
R557691,R524923
R111483,R361270
R789992,R996273
R410492,R521551
R580555,R247072
R125246,R537824
R368834,R306536
R392883,R313214
R883146,R918755
R278944,R263909
R719672,R916114
R184306,R288349
R283368,R364840
R334522,R899598
R366315,R692709
R944324,R723764
R283976,R614583
R516791,R398707
R960532,R705329
R539015,R992359
R490871,R967481
R896396,R790984
R811095,R676440
R815353,R611844
R714254,R120987
R655068,R344269
R219447,R133137
R593885,R153970
R178444,R534228
R891329,R190202
R119198,R371886
R510376,R735459
R433401,R634642
R593843,R484329
R557487,R923159
R984205,R435279
R741238,R863289
R929649,R974575
R147194,R466386
R578799,R497961
R865616,R258767
R108211,R845961
R843499,R101901
R236061,R310226
R410136,R345045
R791362,R889354
R412635,R305329
R847769,R949169
R984762,R176171
R489886,R985719
R630438,R118860
R720327,R520013
R977590,R772918
R529563,R754501
R876135,R977700
R548281,R312208
R464806,R451160
R647409,R384173
R690852,R874298
R393161,R148204
R618439,R247867
R982969,R554000
R368793,R463609
R182945,R163486
R983800,R119462
R594888,R211649
R198404,R256939
R995272,R868230
R239733,R933179
R510556,R608274
R325525,R943208
R389034,R552981
R196439,R134583
R750244,R279925
R194614,R707171
R922317,R652973
R856480,R815404
R126074,R840583
R847279,R607430
R601433,R188719
R776435,R434442
R319397,R515783
R582143,R255532
R513368,R868751
R467166,R460047
R794654,R718147
R831038,R512836
R136710,R601465
R962671,R525906
R109852,R910911
R525710,R467594
R717370,R456298
R322418,R371710
R903147,R750816
R715665,R199711
R793427,R612611
R350338,R609907
R120678,R557542
R421254,R297316
R949884,R264624
R861510,R516158
R313029,R915034
R560612,R848220
R154388,R475302
R249434,R550798
R400796,R758568
R801206,R185627
R367666,R600220
R917551,R124848
R402423,R384565
R701285,R202371
R205271,R910817
R616147,R525547
R958765,R389014
R264961,R616217
R525228,R410484
R930566,R239002
R487304,R896048
R245975,R280825
R918310,R842646
R147353,R971405
R137938,R587720
R946104,R708605
R151947,R658545
R842415,R900214
R115365,R974722
R437228,R682739
R178113,R811897
R490758,R311585
R492916,R744531
R802459,R832634
R246647,R155100
R833888,R561249
R292346,R811725
R487554,R272085
R752141,R615896
R810624,R950949
R902208,R955826
R241406,R840621
R943539,R994182
R212074,R276484
R247242,R513778
R236608,R633842
R970484,R349109
R883310,R923581
R494819,R237471
R957005,R352754
R443841,R124811
R107578,R706803
R547078,R529309
R857011,R505335
R296992,R209017
R611231,R165149
R823230,R372260
R801019,R843256
R297106,R136947
R247665,R514343
R289541,R857227
R296267,R842701
R885362,R371876
R537609,R468193
R953876,R206437
R280220,R436234
R106124,R285938
R844553,R230045
R607588,R626690
R800816,R612394
R581690,R226435
R551891,R483686
R161102,R393708
R282275,R824020
R756367,R115123
R285965,R896307
R642633,R575096
R780700,R220325
R628138,R393624
R847008,R378990
R792766,R672081
R168453,R544097
R731151,R817974
R968141,R464965
R451809,R505730
R780308,R679977
R515952,R645447
R209803,R645158
R640805,R538876
R378992,R443334
R118582,R833868
R702595,R560285
R240912,R138895
R177125,R306834
R137276,R805204
R313075,R629932
R455600,R141660
R126484,R645780
R114635,R965292
R734231,R226501
R100661,R634058
R764133,R916716
R227864,R954630
R389113,R705986
R743590,R538405
R152188,R659363
R863828,R580372
R572491,R556419
R946150,R186276
R827058,R665727
R646995,R524642
R687723,R525493
R989782,R673865
R325455,R332962
R323433,R563294
R646013,R617061
R429621,R978120
R349182,R303716
R154321,R445117
R950760,R517102
R516151,R302629
R195809,R746000
R307145,R756964
R512892,R209488
R954384,R142720
R272848,R893269
R105467,R870448
R923933,R819138
R606527,R909327
R359774,R929576
R531533,R296120
R795314,R145472
R428445,R998663
R646255,R425572
R235180,R649849
R821107,R253040
R926840,R747215
R658473,R586105
R705217,R991626
R698808,R312225
R522717,R942819
R437074,R618659
R358851,R665461
R453685,R879131
R577569,R620818
R228811,R680861
R931193,R711148
R442135,R275444
R206051,R281010
R694523,R727566
R918808,R869557
R478026,R227544
R520402,R412164
R214317,R478778
R379404,R980455
R764438,R602661
R820279,R138309
R704449,R768947
R330849,R975439
R269287,R678568
R879524,R971161
R944412,R368783
R122260,R197851
R547960,R737669
R294656,R684709
R280155,R267453
R823576,R152380
R646588,R831343
R785645,R799524
R785038,R992227
R775487,R378012
R155737,R944705
R453702,R635016
R584681,R984004
R402022,R473944
R676498,R712940
R888707,R778676
R898231,R118823
R712804,R809699
R646781,R526705
R303009,R601978
R431982,R298855
R414861,R595378
R556947,R820801
R355365,R761189
R390906,R646652
R218631,R922014
R706611,R388562
R483308,R785303
R599321,R897920
R177008,R558398
R255362,R498606
R567117,R737254
R591628,R889288
R928148,R673452
R118350,R428212
R722671,R636113
R488860,R570746
R429119,R708563
R503391,R246635
R750254,R491278
R385962,R742753
R923862,R635514
R378118,R847350
R607208,R323240
R463498,R905299
R439986,R623511
R365471,R342868
R287006,R334656
R141023,R667008
R159091,R155248
R850788,R710055
R470864,R536423
R995100,R601201
R925885,R937318
R864119,R824919
R445317,R927456
R849582,R909913
R206026,R537215
R938236,R266496
R228016,R148576
R812346,R508795
R715039,R472212
R557274,R493821
R775362,R730796
R699443,R377682
R150402,R658933
R899771,R222938
R246807,R872953
R116403,R680661
R647672,R844458
R296269,R552010
R780012,R940412
R571376,R991089
R312140,R659100
R593634,R855165
R605250,R514573
R458248,R799032
R628781,R522826
R731091,R356087
R813005,R199043
R249714,R558544
R960979,R465651
R282398,R800706
R425382,R603335
R286318,R743925
R313521,R627980
R322795,R925337
R985511,R455870
R261394,R451562
R960794,R943711
R687389,R288941
R986968,R164908
R561973,R365782
R157686,R597602
R950160,R936024
R816394,R931000
R756234,R697239
R948833,R530515
R262226,R252329
R891006,R778958
R198206,R336065
R128785,R717640
R192261,R297331
R393765,R722478
R384286,R467491
R823279,R977220
R461437,R392895
R353808,R673615
R420067,R992343
R623687,R892812
R753082,R664388
R171477,R739823
R447023,R189371
R151761,R179115
R260048,R263393
R511510,R341948
R890160,R928137
R467693,R596397
R355683,R895691
R525575,R496974
R612539,R182220
R416170,R632460
R767498,R533451
R206561,R280457
R663838,R931891
R589215,R467557
R685529,R660932
R366380,R644765
R931523,R141131
R802107,R596712
R511075,R394559
R320467,R917350
R104103,R233346
R676695,R959076
R569185,R283295
R102279,R741312
R424505,R722432
R629513,R142525
R889725,R139942
R427930,R972721
R536463,R322228
R412441,R264514
R246596,R218371
R777286,R890184
R765710,R465560
R831482,R129113
R234645,R229559
R875058,R667287
R800385,R219395
R763830,R454511
R926243,R750812
R737733,R710830
R284944,R946753
R532544,R491214
R230413,R894919
R328726,R455576
R527456,R982892
R544947,R471960
R710017,R268086
R228419,R144653
R567283,R647608
R509298,R658344
R742259,R711630
R297612,R507441
R747927,R167631
R542333,R529525
R838816,R299216
R919246,R532822
R550886,R287097
R405337,R552847
R660128,R829848
R567696,R224622
R859903,R568667
R135006,R332490
R966132,R908744
R733480,R201222
R773921,R654350
R718790,R411688
R336615,R516981
R424681,R288468
R164321,R739747
R390621,R934542
R131488,R315639
R341298,R336260
R690305,R304544
R736077,R649005
R814809,R474507
R190639,R853711
R503950,R298730
R177798,R814958
R798347,R922082
R927485,R896371
R432459,R268009
R389573,R591640
R571820,R805752
R507635,R390659
R629210,R732500
R534294,R420799
R105558,R396349
R916076,R863236
R831979,R304296
R107527,R610042
R920890,R928200
R790121,R595249
R600640,R611161
R766257,R496676
R640620,R401653
R140379,R334710
R113620,R866342
R632054,R493643
R253446,R683051
R360751,R158550
R710589,R179511
R531369,R776966
R958614,R803260
R432945,R378455
R858789,R836820
R708324,R266005
R927348,R128812
R267398,R296707
R901879,R169633
R821194,R989623
R330460,R424382
R600114,R912516
R496261,R126112
R716429,R550952
R927111,R290447
R685012,R976249
R302786,R703534
R598213,R717354
R345377,R399967
R917889,R600460
R499159,R698569
R963521,R340372
R660529,R255339
R200612,R228574
R391154,R843529
R765701,R655128
R661862,R330258
R413338,R904298
R705144,R644338
R896413,R680381
R164814,R620221
R494251,R980303
R151392,R704781
R206173,R963763
R645355,R296472
R595337,R984970
R979530,R835214
R391032,R633125
R994690,R236522
R821055,R870349
R221317,R985259
R686545,R932170
R823297,R927072
R830007,R258504
R137725,R802697
R911891,R949202
R570139,R151841
R759556,R382579
R779044,R328977
R970018,R884252
R617955,R263941
R569274,R337469
R930467,R853685
R221197,R710885
R458283,R593145
R237543,R606274
R372499,R716581
R373901,R210762
R827052,R750734
R848780,R389369
R326474,R654867
R599851,R480113
R462564,R364324
R748924,R823446
R528222,R150351
R708041,R361343
R156949,R336727
R821197,R644324
R459896,R154415
R770845,R503403
R709493,R174851
R935636,R306216
R639575,R953721
R880650,R869697
R999342,R862083
R996412,R894120
R452388,R489046
R387991,R934775
R721273,R918844
R808306,R846180
R590236,R911401
R972698,R412996
R650907,R885209
R944473,R416452
R209973,R560833
R216052,R260967
R724163,R233861
R139176,R998207
R435301,R119729
R773888,R981252
R850544,R828138
R940010,R353107
R328197,R974086
R823036,R312656
R362482,R937977
R950887,R729343
R346175,R377924
R121971,R765910
R284356,R922423
R634988,R129332
R884754,R162141
R511919,R452178
R210179,R869932
R187820,R430440
R283436,R573379
R690897,R622222
R490387,R221838
R412032,R529868
R440576,R788703
R609937,R468610
R613930,R718761
R476366,R488290
R305339,R647960
R351860,R450883
R358365,R535950
R242098,R869924
R626290,R896476
R993452,R658363
R681296,R946195
R352411,R636588
R279765,R134383
R663651,R500969
R696882,R950547
R919127,R880707
R503882,R813179
R732859,R442788
R145612,R515755
R885982,R828489
R143586,R197205
R100559,R170617
R503048,R917592
R246002,R538655
R639323,R650667
R673575,R271230
R472772,R202830
R908090,R485631
R641729,R567641
R111045,R945089
R328570,R411880
R230350,R951271
R617228,R593426
R904932,R290058
R196803,R373735
R513649,R338056
R563839,R715224
R113582,R764390
R310293,R630107
R333485,R184691
R683980,R407409
R579040,R127083
R906947,R853626
R444230,R839140
R859788,R892457
R554446,R761304
R798104,R327530
R594075,R580810
R658470,R914077
R440068,R878034
R908211,R623894
R603464,R377738
R423759,R964457
R983597,R427731
R583820,R215030
R289145,R190776
R918263,R692231
R717911,R371614
R848111,R684568
R460105,R954780
R515971,R674461
R537331,R922991
R463276,R352469
R599304,R163446
R686503,R703186
R661744,R913651
R528549,R850916
R609582,R721090
R693962,R426697
R368332,R310429
R118662,R637005
R580480,R940084
R728481,R925850
R806170,R345622
R453520,R333797
R831765,R168161
R519374,R110435
R742931,R548432
R241611,R915740
R463120,R880099
R427533,R594862
R833371,R137819
R485209,R531089
R688616,R967489
R386378,R924237
R540733,R937317
R561848,R724617
R605215,R933784
R146086,R534261
R935607,R851374
R961563,R615739
R543289,R298435
R518877,R333826
R838030,R239768
R566738,R905203
R687210,R572433
R620748,R744549
R898587,R798992
R960398,R339867
R434737,R723647
R342471,R407804
R472703,R317575
R143886,R721776
R173422,R703203
R946437,R825416
R715919,R548083
R771677,R639437
R455906,R514663
R905147,R711118
R164006,R244707
R607971,R765227
R106662,R574335
R808452,R361255
R300293,R243582
R352193,R157970
R415128,R796807
R812432,R744781
R534094,R891904
R334402,R857274
R894219,R397148
R456913,R831604
R491688,R884519
R480778,R341935
R441626,R323272
R255348,R845551
R733077,R728676
R878839,R109892
R602001,R855782
R851931,R277492
R545913,R424319
R864965,R465254
R451753,R662948
R984680,R383073
R486288,R938419
R693382,R487053
R349825,R993180
R781016,R740268
R654383,R742549
R337386,R814019
R612219,R750652
R368634,R587381
R911462,R559983
R495231,R476539
R748877,R783443
R868623,R235808
R216778,R401868
R608211,R709451
R937114,R960305
R662623,R982646
R374799,R612120
R539338,R433907
R633544,R702556
R267611,R826496
R985139,R159519
R140529,R285633
R645302,R484856
R281284,R648945
R802245,R592608
R175970,R274328
R665398,R821592
R919812,R287218
R557454,R544494
R564975,R608902
R817091,R919233
R907983,R340937
R351437,R768592
R309481,R278648
R822598,R329699
R881012,R613063
R700025,R275864
R236644,R438414
R582875,R701916
R498836,R854353
R281029,R215698
R747605,R384364
R318651,R759945
R231838,R541750
R890190,R516369
R253910,R463986
R395070,R436674
R458243,R382724
R664305,R613818
R814877,R959476
R892317,R761723
R752054,R196771
R909363,R671527
R919480,R408968
R757274,R899082
R732126,R102566
R447373,R875897
R412826,R698807
R670673,R450404
R237772,R713779
R181074,R506662
R486873,R487326
R684162,R274515
R709304,R521777
R185920,R102789
R157141,R816657
R337477,R538507
R505576,R365280
R643992,R437709
R664325,R212063
R486176,R299301
R454825,R973926
R103336,R193542
R740975,R569194
R936402,R571746
R996307,R513076
R636517,R860049
R830689,R630031
R411342,R363686
R299369,R645166
R433792,R282216
R709232,R257511
R121879,R745310
R252311,R942650
R942830,R315536
R605999,R490147
R110000,R300205
R115963,R406462
R509286,R118529
R247284,R625928
R133958,R916583
R200252,R190604
R529400,R217713
R763866,R270015
R453856,R988237
R578231,R759295
R192303,R461041
R976248,R753592
R174543,R152873
R988208,R995532
R278873,R952914
R294827,R861211
R203999,R498873
R416132,R733590
R580280,R325373
R342360,R723979
R924272,R241525
R508772,R285573
R503609,R971763
R609207,R911699
R172982,R415413
R794004,R481111
R809824,R958776
R181473,R554984
R385871,R919733
R829141,R529919
R940992,R468458
R788264,R647643
R801343,R769306
R840572,R485447
R119790,R506892
R224627,R157048
R745319,R176810
R712544,R609173
R327496,R712527
R755729,R410979
R174513,R778380
R217609,R739009
R947281,R111429
R430210,R144723
R662433,R731096
R445699,R429649
R513115,R340491
R150275,R129366
R568123,R907385
R964008,R132958
R471444,R927917
R946827,R891644
R718490,R251604
R694849,R338690
R548769,R375971
R702980,R687871
R528298,R889220
R920418,R350626
R718766,R244164
R971621,R871885
R453350,R685930
R891336,R885806
R773124,R253427
R919009,R546855
R963515,R571197
R427722,R599928
R991444,R765893
R165484,R284992
R641344,R374425
R773212,R200396
R122463,R916770
R547270,R608378
R265332,R233858
R499513,R452736
R666654,R955236
R374258,R198196
R698790,R181505
R557681,R991853
R629110,R761845
R200941,R237570
R923826,R175565
R862085,R202143
R162543,R599097
R674329,R727876
R366435,R260250
R524962,R482315
R965990,R460053
R849970,R891068
R945439,R670349
R454941,R211052
R458363,R448863
R258640,R213953
R170065,R536243
R389412,R326193
R725314,R455909
R274574,R598104
R215271,R372319
R283011,R172225
R378430,R270863
R837397,R905667
R435391,R233370
R654857,R269094
R542098,R961011
R509770,R850545
R586052,R253881
R723351,R164660
R421304,R223149
R358437,R209819
R389132,R158901
R842544,R349627
R236219,R664789
R555256,R950373
R503873,R462703
R496871,R776786
R561563,R482511
R251726,R150764
R430714,R675286
R993707,R716434
R609421,R422797
R456362,R800836
R983651,R882948
R556589,R334657
R199420,R624453
R649804,R593061
R248888,R131221
R235328,R537850
R470505,R509121
R402348,R640871
R149128,R885294
R904532,R361852
R175574,R459492
R981133,R981765
R583937,R539385
R132836,R273434
R804824,R684032
R658946,R362004
R736822,R824893
R466287,R509037
R744067,R936170
R790885,R307243
R331698,R225645
R200641,R666388
R903238,R669849
R240103,R121609
R970924,R811857
R954603,R159975
R585582,R270373
R621231,R416596
R207888,R587278
R182588,R155608
R998455,R935875
R270287,R881282
R137999,R575561
R714441,R318256
R209716,R626821
R254278,R753706
R679579,R936909
R778061,R649433
R606460,R988959
R247349,R279964
R188827,R397665
R959568,R891608
R203104,R970978
R204163,R332495
R441055,R904080
R259460,R248698
R617202,R984899
R929429,R895047
R227406,R551736
R226637,R498403
R811115,R963756
R900327,R183966
R613114,R352593
R519203,R989830
R695697,R150733
R714641,R167357
R599276,R588974
R591651,R210715
R582683,R971509
R754815,R901946
R811295,R291962
R913811,R485545
R441881,R668405
R383389,R375429
R578602,R978660
R228079,R213460
R947772,R970077
R876072,R929144
R158261,R289257
R515601,R995596
R419863,R893915
R683426,R574423
R605253,R620443
R841385,R319468
R721657,R642434
R442403,R900589
